id;tipo;denominacion;codigo;tipo_nombre;sub_codigo;abreviarura;orden;estado
384;77;EXONERADO DE TRIBUTO;461;APLICA IMPUESTO 4TA;;;4;A
385;78;ADELANTO HONORARIOS;462;CONCEPTOS DE ADELANTO PAGO;;;1;A
386;78;EXCESO DE PAGO;463;CONCEPTOS DE ADELANTO PAGO;;;2;A
387;78;PRESTAMO;464;CONCEPTOS DE ADELANTO PAGO;;;3;A
388;78;REINTEGRO DE SESION;465;CONCEPTOS DE ADELANTO PAGO;;;4;A
389;78;OTROS;466;CONCEPTOS DE ADELANTO PAGO;;;5;A
390;79;INFORMACION A COSIGNAR EN EL RPH;467;MOTIVO DE ENVIO;;;1;A
391;79;CANCELACION RECIBOS POR HONORARIO;473;MOTIVO DE ENVIO;;;2;A
392;80;EVENTO CON COSTO;475;TIPO DE EVENTO;;;1;A
393;80;EVENTO GRATUITO CON CERTIFICADO;476;TIPO DE EVENTO;;;2;A
394;80;EVENTO GRATUITO SIN CERTIFICADO;477;TIPO DE EVENTO;;;3;A
395;81;ENVIADO;478;ESTADO DE ENVIO EMAIL;;;1;A
396;81;NO ENVIADO;479;ESTADO DE ENVIO EMAIL;;;2;A
397;81;RECIVIDO;480;ESTADO DE ENVIO EMAIL;;;3;A
398;82;ABIERTO;481;SITUACION EVENTO;;;1;A
399;82;CERRADO;482;SITUACION EVENTO;;;2;A
400;38;CONSULTORIAS;483;TIPO DE TRAMITE CON FINES DE CONSTRUCCION;;;1;A
401;38;RESIDENCIAS;484;TIPO DE TRAMITE CON FINES DE CONSTRUCCION;;;2;A
402;38;SUPERVISIÓN Y/O EJECUCIÓN DE OBRAS;485;TIPO DE TRAMITE CON FINES DE CONSTRUCCION;;;3;A
403;35;;486;TIPO DIRECCION;;;1;A
404;19;EFECTIVO DOLARES;487;CONDICION PAGO;;;1;A
405;19;POR COBRAR;488;CONDICION PAGO;;;2;A
406;24;OTROS;489;TIPO PROYECTO;;;1;A
407;83;OTROS;490;DATOS TECNICOS OTROS;;;1;A
408;84;CERRADO;491;ESTADO LIQUIDACIONCERTIFICADO;;;1;A
409;84;ABIERTO;492;ESTADO LIQUIDACIONCERTIFICADO;;;2;A
410;84;ERRADO;493;ESTADO LIQUIDACIONCERTIFICADO;;;3;A
411;84;SIN DEFINIR;494;ESTADO LIQUIDACIONCERTIFICADO;;;4;A
412;69;COMISIÓN10;495;COMISIONES DE DELEGATURA;;;1;A
413;55;ALTERNO;496;CONDICION DELEGADO;;;1;A
414;55;T1 COORD;497;CONDICION DELEGADO;;;2;A
415;55;T 1;498;CONDICION DELEGADO;;;3;A
416;55;T 2;499;CONDICION DELEGADO;;;4;A
417;55;SUPL 1;500;CONDICION DELEGADO;;;5;A
418;55;SUPL 2;501;CONDICION DELEGADO;;;6;A
419;55;PROMOTORES;502;CONDICION DELEGADO;;;7;A
420;55;T A;503;CONDICION DELEGADO;;;8;A
421;55;T B;504;CONDICION DELEGADO;;;9;A
422;55;SP;505;CONDICION DELEGADO;;;10;A
423;55;SP A;506;CONDICION DELEGADO;;;11;A
424;55;SP B;507;CONDICION DELEGADO;;;12;A
425;55;SA;508;CONDICION DELEGADO;;;13;A
426;55;TB-C;509;CONDICION DELEGADO;;;14;A
427;55;CZ;510;CONDICION DELEGADO;;;15;A
428;55;SB;511;CONDICION DELEGADO;;;16;A
429;55;DELEGADO;512;CONDICION DELEGADO;;;17;A
430;55;AP;513;CONDICION DELEGADO;;;18;A
431;55;THU;514;CONDICION DELEGADO;;;19;A
432;57;CONFORME CON OBSERVACIONES;515;ESTADO DICTAMEN;;;1;A
433;57;IMPROCEDENTE;516;ESTADO DICTAMEN;;;2;A
434;11;ELIMINADO;517;SITUACION CUOTAS ORDINARIAS;;;1;A
435;11;NULO;518;SITUACION CUOTAS ORDINARIAS;;;2;A
436;19;CANJE;519;CONDICION PAGO;;;1;A
437;5;ESPAÑOL;521;NACIONALIDAD;;;1;A
438;5;FRANCES;522;NACIONALIDAD;;;2;A
439;5;ITALINO;523;NACIONALIDAD;;;3;A
440;5;ESTADOUNIDENSE;524;NACIONALIDAD;;;4;A
441;5;MEXICANO;525;NACIONALIDAD;;;5;A
442;5;BRASILEÑO;526;NACIONALIDAD;;;6;A
443;5;ECUATORIANO;527;NACIONALIDAD;;;7;A
444;5;VENEZOLANO;528;NACIONALIDAD;;;8;A
445;5;COLOMBIANO;529;NACIONALIDAD;;;9;A
446;5;BOLIVIANO;530;NACIONALIDAD;;;10;A
447;5;CHILENO;531;NACIONALIDAD;;;11;A
448;5;ARGENTINO;532;NACIONALIDAD;;;12;A
449;5;URUGUAYO;533;NACIONALIDAD;;;13;A
450;5;PARAGUAYO;534;NACIONALIDAD;;;14;A
451;5;CANADIENSE;535;NACIONALIDAD;;;15;A
452;5;PORTUGUES;536;NACIONALIDAD;;;16;A
453;5;CUBANO;537;NACIONALIDAD;;;17;A
454;5;CHINO;538;NACIONALIDAD;;;18;A
455;5;JAPONES;539;NACIONALIDAD;;;19;A
456;5;RUSO;540;NACIONALIDAD;;;20;A
457;19;AJUSTE DE CHEQUE;541;CONDICION PAGO;;;1;A
458;19;AJUSTE DE ABONO;542;CONDICION PAGO;;;2;A
459;19;PAGO LINK NIUBIZ;543;CONDICION PAGO;;;3;A
460;19;SISTEMA DE RECAUDACION INTERBANK;544;CONDICION PAGO;;;4;A
461;19;NIUBIZ POS;545;CONDICION PAGO;;;5;A
462;19;NIUBIZ PAGO WEB;546;CONDICION PAGO;;;6;A
463;85;ESCUELA TECNICA SUPERIOR DE ARQUITECTURA CORU A;1;UNIVERSIDAD;;;1;A
464;85;EXTRANJERO;2;UNIVERSIDAD;;;2;A
465;85;PILOTO DE COLOMBIA;3;UNIVERSIDAD;;;3;A
466;85;POLITECNICO DE MILANO;4;UNIVERSIDAD;;;4;A
467;85;PONTIFICIA UNIV. CATOLICA DE VALPARAISO;5;UNIVERSIDAD;;;5;A
468;85;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;6;UNIVERSIDAD;;;6;A
469;85;UNIV. ALAS PERUANAS;7;UNIVERSIDAD;;;7;A
470;85;UNIV. CATOLICA DE SANTA MARIA;8;UNIVERSIDAD;;;8;A
471;85;UNIV. CIENTIFICA DEL PERU;9;UNIVERSIDAD;;;9;A
472;85;UNIV. ESTATAL DE GUAYAQUIL;10;UNIVERSIDAD;;;10;A
473;85;UNIV. JOSE ANTONIO ECHEVARRIA;11;UNIVERSIDAD;;;11;A
474;85;UNIV. NACIONAL JORGE BASADRE GROHMANN;12;UNIVERSIDAD;;;12;A
475;85;UNIV. NAVARRA;13;UNIVERSIDAD;;;13;A
476;85;UNIV. POLITECNICA CATALU A ESPA A;14;UNIVERSIDAD;;;14;A
477;85;UNIV. POLITECNICA DE MADRID;15;UNIVERSIDAD;;;15;A
478;85;UNIV. SAN IGNACIO DE LOYOLA;16;UNIVERSIDAD;;;16;A
479;85;UNIV. SAN PEDRO- CHIMBOTE;17;UNIVERSIDAD;;;17;A
480;85;UNIV.AUTONOMA DE GUADALAJARA;18;UNIVERSIDAD;;;18;A
481;85;UNIV.AUTONOMA DE PUEBLA;19;UNIVERSIDAD;;;19;A
482;85;UNIV.CATOLICA DE CHILE;20;UNIVERSIDAD;;;20;A
483;85;UNIV.CATOLICA DEL ECUADOR;21;UNIVERSIDAD;;;21;A
484;85;UNIV.CATOLICA NUESTRA SRA. DE LA ASUNCION;22;UNIVERSIDAD;;;22;A
485;85;UNIV.CENTRAL DE VENEZUELA;23;UNIVERSIDAD;;;23;A
486;85;UNIV.CESAR VALLEJO;24;UNIVERSIDAD;;;24;A
487;85;UNIV.DE ARQUITECTURA DE MOSCU;25;UNIVERSIDAD;;;25;A
488;85;UNIV.DE BRASILIA;26;UNIVERSIDAD;;;26;A
489;85;UNIV.DE BUENOS AIRES;27;UNIVERSIDAD;;;27;A
490;85;UNIV.DE CAMAGUEY;29;UNIVERSIDAD;;;29;A
491;85;UNIV.DE GAMA FILHO;30;UNIVERSIDAD;;;30;A
492;85;UNIV.DE MIAMI;31;UNIVERSIDAD;;;31;A
493;85;UNIV.DE MINAS GERAIS;32;UNIVERSIDAD;;;32;A
494;85;UNIV.DE TEXAS (AUSTIN);33;UNIVERSIDAD;;;33;A
495;85;UNIV.DEL ALTIPLANO;34;UNIVERSIDAD;;;34;A
496;85;UNIV.DEL VALLE;35;UNIVERSIDAD;;;35;A
497;85;UNIV.FEDERAL DE PELOTAS;36;UNIVERSIDAD;;;36;A
498;85;UNIV.FEDERAL DO RIO GRANDE DO NORTE;37;UNIVERSIDAD;;;37;A
499;85;UNIV.FEMENINA DEL SAGRADO CORAZON;38;UNIVERSIDAD;;;38;A
500;85;UNIV.MAYOR DE SAN ANDRES DE BOLIVIA;39;UNIVERSIDAD;;;39;A
501;85;UNIV.MAYOR DE SAN SIMON;40;UNIVERSIDAD;;;40;A
502;85;UNIV.NACIONAL DE ARQUITECTURA E ING. CIVIL DE JARKOV;41;UNIVERSIDAD;;;41;A
503;85;UNIV.NACIONAL DE COLOMBIA;42;UNIVERSIDAD;;;42;A
504;85;UNIV.NACIONAL DE CORDOVA - ARGENTINA;43;UNIVERSIDAD;;;43;A
505;85;UNIV.NACIONAL DE INGENIERIA;44;UNIVERSIDAD;;;44;A
506;85;UNIV.NACIONAL DE LA PLATA;45;UNIVERSIDAD;;;45;A
507;85;UNIV.NACIONAL DE PIURA;46;UNIVERSIDAD;;;46;A
508;85;UNIV.NACIONAL DE SAN JUAN DE ARGENTINA;47;UNIVERSIDAD;;;47;A
509;85;UNIV.NACIONAL DEL CENTRO DEL PERU;48;UNIVERSIDAD;;;48;A
510;85;UNIV.NACIONAL EXPERIMENTAL DEL TACHIRA;50;UNIVERSIDAD;;;50;A
511;85;UNIV.NACIONAL FEDERICO VILLAREAL;51;UNIVERSIDAD;;;51;A
512;85;UNIV.NACIONAL LOS ANDES;52;UNIVERSIDAD;;;52;A
513;85;UNIV.NACIONAL SAN AGUSTIN DE AREQUIPA;53;UNIVERSIDAD;;;53;A
514;85;UNIV.NACIONAL SAN ANTONIO DE ABAD DEL CUSCO;54;UNIVERSIDAD;;;54;A
515;85;UNIV.PARTICULAR DE CHICLAYO;55;UNIVERSIDAD;;;55;A
516;85;UNIV.PEDRO RUIZ GALLO;56;UNIVERSIDAD;;;56;A
517;85;UNIV.PERUANA DE CIENCIAS APLICADAS;57;UNIVERSIDAD;;;57;A
518;85;UNIV.PRIVADA ANTENOR ORREGO DE TRUJILLO;58;UNIVERSIDAD;;;58;A
519;85;UNIV.PRIVADA DE TACNA;59;UNIVERSIDAD;;;59;A
520;85;UNIV.PRIVADA DEL NORTE;60;UNIVERSIDAD;;;60;A
521;85;UNIV.RICARDO PALMA;61;UNIVERSIDAD;;;61;A
522;85;UNIVERSIDAD DE CHILE;62;UNIVERSIDAD;;;62;A
523;85;UNIVERSIDAD DE HUANUCO;63;UNIVERSIDAD;;;63;A
524;85;UNIVERSIDAD DE PALERMO;64;UNIVERSIDAD;;;64;A
525;85;UNIVERSIDAD METROPOLITANA DE MANCHESTER - INGLATER;65;UNIVERSIDAD;;;65;A
526;85;UNIVERSIDAD SAN MARTIN DE PORRES;66;UNIVERSIDAD;;;66;A
527;85;UNIVERSITA DELLA SVIZZERA ITALIANA;67;UNIVERSIDAD;;;67;A
528;85;Universidad Metropolitana de Manchester - Inglaterra;68;UNIVERSIDAD;;;68;A
529;85;UNIV.NACIONAL PEDRO RUIZ GALLO;69;UNIVERSIDAD;;;69;A
530;85;PRINCETON UNIVERSITY;70;UNIVERSIDAD;;;70;A
531;85;UNIV.SAN PABLO CEU;71;UNIVERSIDAD;;;71;A
532;85;UNIVERSIDAD POLIT CNICA DE VAL NCIA ;72;UNIVERSIDAD;;;72;A
533;85;UNIVERSIDAD T CNICA DE LISBOA ;73;UNIVERSIDAD;;;73;A
534;85;THE COOPERUNION FORTHE ADVANCEMENT;74;UNIVERSIDAD;;;74;A
535;85;UNIV.PRIVADA TELESUP;75;UNIVERSIDAD;;;75;A
536;85;UNIV. PRIVADA ANTENOR ORREGO;76;UNIVERSIDAD;;;76;A
537;85;UNIVERSIDAD PERUANA UNION;77;UNIVERSIDAD;;;77;A
538;85;ESCUELA DE AUQUITECTURA DE VERSALLES;78;UNIVERSIDAD;;;78;A
539;85;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;79;UNIVERSIDAD;;;79;A
540;85;UNIVERSIDAD CENTRAL DE VENEZUELA;80;UNIVERSIDAD;;;80;A
541;85;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;81;UNIVERSIDAD;;;81;A
542;85;CATOLICA SANTO TORIBIO DE MOGROVEJO;82;UNIVERSIDAD;;;82;A
543;85;UNIVERSIDAD DE LIMA;83;UNIVERSIDAD;;;83;A
544;85;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;84;UNIVERSIDAD;;;84;A
545;85;UNIVERSIDAD PERUANA LOS ANDES;85;UNIVERSIDAD;;;85;A
546;85;UNIVERSIDAD SE OR DE SIPAN;86;UNIVERSIDAD;;;86;A
547;85;UNIV. NACIONAL DEL CALLAO;87;UNIVERSIDAD;;;87;A
548;85;UNIVERSIDAD PRIVADA CESAR VALLEJO - TRUJILLO;88;UNIVERSIDAD;;;88;A
549;85;UNIVERSIDAD CONTINENTAL;89;UNIVERSIDAD;;;89;A
550;85;UNIVERSIDAD CATOLICA SEDES SAPIENTIAE;90;UNIVERSIDAD;;;90;A
551;85;Universidad Tecnol gica del Per  ;91;UNIVERSIDAD;;;91;A
552;85;UNIVERSIDAD NACIONAL DE SAN MARTIN;92;UNIVERSIDAD;;;92;A
553;85;UNIVERSIDAD DE GRANADA;93;UNIVERSIDAD;;;93;A
554;85;CELESTE;94;UNIVERSIDAD;;;94;A
555;85;UNIV. ARISTOTELES DE TESALONICA - GRECIA;95;UNIVERSIDAD;;;95;A
556;85;UNIV. PRIVADA DEL NORTE - SEDE CAJAMARCA;96;UNIVERSIDAD;;;96;A
557;85;PONTIFICIA UNIV. CATOLICA DE MINAS GERAIS;97;UNIVERSIDAD;;;97;A
558;85;UNIV. CATOLICA DE HONDURAS;98;UNIVERSIDAD;;;98;A
559;85;UNIV. DE LAS PALMAS DE GRAN CANARIA ;99;UNIVERSIDAD;;;99;A
560;85;ECOLE NATIONALE SUPERIEURE D ARCHITECTURE PAIS MAL;100;UNIVERSIDAD;;;100;A
561;85;UNIVERSIDAD CATOLICA BOLIVIANA SAN PABLO;101;UNIVERSIDAD;;;101;A
562;85;UNIVERSIDAD ANHEMBI MORUMBI - BRASIL ;102;UNIVERSIDAD;;;102;A
563;85;TULANE UNIVERSITY;103;UNIVERSIDAD;;;103;A
564;85;ECOLES NATIONAL SUPERIEUR D ARCHITECTUE DE MONTPEL;104;UNIVERSIDAD;;;104;A
565;85;ESCUELA TECNIA SUPERIOR DE ARQUITECTURA DE VALENCI;105;UNIVERSIDAD;;;105;A
566;85;UNIV. ANDINA NESTOR CACERES VELASQUEZ ;106;UNIVERSIDAD;;;106;A
567;85;UNIVERSIDAD DE SEVILLA;107;UNIVERSIDAD;;;107;A
568;85;TECNOLOGICA DE COSTA RICA;108;UNIVERSIDAD;;;108;A
569;85;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA - ICA;109;UNIVERSIDAD;;;109;A
570;86;ARQUITECTURA;1;ESPECIALIDAD;1;;1;A
571;86;ARQUITECTURA;2;ESPECIALIDAD;2;;2;A
572;86;ARQUITECTURA;3;ESPECIALIDAD;3;;3;A
573;86;ARQUITECTURA;4;ESPECIALIDAD;4;;4;A
574;86;ARQUITECTURA;5;ESPECIALIDAD;5;;5;A
575;86;ARQUITECTURA;6;ESPECIALIDAD;6;;6;A
576;86;ARQUITECTURA;7;ESPECIALIDAD;7;;7;A
577;86;ARQUITECTURA;8;ESPECIALIDAD;8;;8;A
578;86;ARQUITECTURA;9;ESPECIALIDAD;9;;9;A
579;86;ARQUITECTURA;10;ESPECIALIDAD;10;;10;A
580;86;ARQUITECTURA;11;ESPECIALIDAD;11;;11;A
581;86;ARQUITECTURA;12;ESPECIALIDAD;12;;12;A
582;86;ARQUITECTURA;13;ESPECIALIDAD;13;;13;A
583;86;ARQUITECTURA;14;ESPECIALIDAD;14;;14;A
584;86;ARQUITECTURA;15;ESPECIALIDAD;15;;15;A
585;86;ARQUITECTURA;16;ESPECIALIDAD;16;;16;A
586;86;ARQUITECTURA;17;ESPECIALIDAD;17;;17;A
587;86;ARQUITECTURA;18;ESPECIALIDAD;18;;18;A
588;86;ARQUITECTURA;19;ESPECIALIDAD;19;;19;A
589;86;ARQUITECTURA;20;ESPECIALIDAD;20;;20;A
590;86;ARQUITECTURA;21;ESPECIALIDAD;21;;21;A
591;86;ARQUITECTURA;22;ESPECIALIDAD;22;;22;A
592;86;ARQUITECTURA;23;ESPECIALIDAD;23;;23;A
593;86;ARQUITECTURA;24;ESPECIALIDAD;24;;24;A
594;86;ARQUITECTURA;25;ESPECIALIDAD;25;;25;A
595;86;ARQUITECTURA;26;ESPECIALIDAD;26;;26;A
596;86;ARQUITECTURA;27;ESPECIALIDAD;27;;27;A
597;86;ARQUITECTURA;29;ESPECIALIDAD;29;;28;A
598;86;ARQUITECTURA;30;ESPECIALIDAD;30;;29;A
599;86;ARQUITECTURA;31;ESPECIALIDAD;31;;30;A
600;86;ARQUITECTURA;32;ESPECIALIDAD;32;;31;A
601;86;ARQUITECTURA;33;ESPECIALIDAD;33;;32;A
602;86;ARQUITECTURA;34;ESPECIALIDAD;34;;33;A
603;86;ARQUITECTURA;35;ESPECIALIDAD;35;;34;A
604;86;ARQUITECTURA;36;ESPECIALIDAD;36;;35;A
605;86;ARQUITECTURA;37;ESPECIALIDAD;37;;36;A
606;86;ARQUITECTURA;38;ESPECIALIDAD;38;;37;A
607;86;ARQUITECTURA;39;ESPECIALIDAD;39;;38;A
608;86;ARQUITECTURA;40;ESPECIALIDAD;40;;39;A
609;86;ARQUITECTURA;41;ESPECIALIDAD;41;;40;A
610;86;ARQUITECTURA;42;ESPECIALIDAD;42;;41;A
611;86;ARQUITECTURA;43;ESPECIALIDAD;43;;42;A
612;86;ARQUITECTURA;44;ESPECIALIDAD;44;;43;A
613;86;ARQUITECTURA;45;ESPECIALIDAD;45;;44;A
614;86;ARQUITECTURA;46;ESPECIALIDAD;46;;45;A
615;86;ARQUITECTURA;47;ESPECIALIDAD;47;;46;A
616;86;ARQUITECTURA;48;ESPECIALIDAD;48;;47;A
617;86;ARQUITECTURA;50;ESPECIALIDAD;50;;48;A
618;86;ARQUITECTURA;51;ESPECIALIDAD;51;;49;A
619;86;ARQUITECTURA;52;ESPECIALIDAD;52;;50;A
620;86;ARQUITECTURA;53;ESPECIALIDAD;53;;51;A
621;86;ARQUITECTURA;54;ESPECIALIDAD;54;;52;A
622;86;ARQUITECTURA;55;ESPECIALIDAD;55;;53;A
623;86;ARQUITECTURA;56;ESPECIALIDAD;56;;54;A
624;86;ARQUITECTURA;57;ESPECIALIDAD;57;;55;A
625;86;ARQUITECTURA;58;ESPECIALIDAD;58;;56;A
626;86;ARQUITECTURA;59;ESPECIALIDAD;59;;57;A
627;86;ARQUITECTURA;60;ESPECIALIDAD;60;;58;A
628;86;ARQUITECTURA;61;ESPECIALIDAD;61;;59;A
629;86;ARQUITECTURA;62;ESPECIALIDAD;62;;60;A
630;86;ARQUITECTURA;63;ESPECIALIDAD;63;;61;A
631;86;ARQUITECTURA;64;ESPECIALIDAD;64;;62;A
632;86;ARQUITECTURA;65;ESPECIALIDAD;65;;63;A
633;86;ARQUITECTURA;66;ESPECIALIDAD;66;;64;A
634;86;ARQUITECTURA;67;ESPECIALIDAD;67;;65;A
635;86;INSPECTOR TECNICO EN DEFENSA CIVIL;68;ESPECIALIDAD;48;;66;A
636;86;INSPECTOR TECNICO EN DEFENSA CIVIL;69;ESPECIALIDAD;55;;67;A
637;86;INSPECTOR TECNICO EN DEFENSA CIVIL;70;ESPECIALIDAD;52;;68;A
638;86;INSPECTOR TECNICO EN DEFENSA CIVIL;71;ESPECIALIDAD;38;;69;A
639;86;INSPECTOR TECNICO EN DEFENSA CIVIL;72;ESPECIALIDAD;44;;70;A
640;86;INSPECTOR TECNICO EN DEFENSA CIVIL;73;ESPECIALIDAD;53;;71;A
641;86;INSPECTOR TECNICO EN DEFENSA CIVIL;74;ESPECIALIDAD;61;;72;A
642;86;MAESTRO EN VALUACION;75;ESPECIALIDAD;19;;73;A
643;86;ARQUITECTURA;77;ESPECIALIDAD;69;;74;A
644;86;ARQUITECTURA;78;ESPECIALIDAD;70;;75;A
645;86;ARQUITECTURA;79;ESPECIALIDAD;71;;76;A
646;86;ARQUITECTURA;80;ESPECIALIDAD;72;;77;A
647;86;ARQUITECTURA;81;ESPECIALIDAD;73;;78;A
648;86;ARQUITECTURA;82;ESPECIALIDAD;74;;79;A
649;86;ARQUITECTURA;83;ESPECIALIDAD;75;;80;A
650;86;ARQUITECTURA;84;ESPECIALIDAD;76;;81;A
651;86;ARQUITECTURA;85;ESPECIALIDAD;77;;82;A
652;86;ARQUITECTURA;86;ESPECIALIDAD;78;;83;A
653;86;ARQUITECTURA;87;ESPECIALIDAD;79;;84;A
654;86;ARQUITECTURA;88;ESPECIALIDAD;80;;85;A
655;86;ARQUITECTURA;89;ESPECIALIDAD;81;;86;A
656;86;ARQUITECTURA;90;ESPECIALIDAD;82;;87;A
657;86;ARQUITECTURA;91;ESPECIALIDAD;83;;88;A
658;86;ARQUITECTURA;92;ESPECIALIDAD;84;;89;A
659;86;ARQUITECTURA;93;ESPECIALIDAD;85;;90;A
660;86;ARQUITECTURA;94;ESPECIALIDAD;86;;91;A
661;86;ARQUITECTURA;95;ESPECIALIDAD;88;;92;A
662;86;ARQUITECTURA;96;ESPECIALIDAD;89;;93;A
663;86;ARQUITECTURA;97;ESPECIALIDAD;92;;94;A
664;86;ARQUITECTURA;98;ESPECIALIDAD;93;;95;A
665;86;ARQUITECTURA;99;ESPECIALIDAD;95;;96;A
666;86;ARQUITECTURA;100;ESPECIALIDAD;96;;97;A
667;86;ARQUITECTURA;101;ESPECIALIDAD;97;;98;A
668;86;ARQUITECTURA;102;ESPECIALIDAD;98;;99;A
669;86;ARQUITECTURA;103;ESPECIALIDAD;99;;100;A
670;86;ARQUITECTURA;104;ESPECIALIDAD;100;;101;A
671;86;ARQUITECTURA;105;ESPECIALIDAD;101;;102;A
672;86;ARQUITECTURA;106;ESPECIALIDAD;102;;103;A
673;86;ARQUITECTURA;107;ESPECIALIDAD;103;;104;A
674;86;ARQUITECTURA;108;ESPECIALIDAD;104;;105;A
675;86;ARQUITECTURA;109;ESPECIALIDAD;105;;106;A
676;86;ARQUTIECTURA;110;ESPECIALIDAD;106;;107;A
677;86;ARQUITECTURA;111;ESPECIALIDAD;107;;108;A
678;86;ARQUITECTURA;112;ESPECIALIDAD;108;;109;A
679;86;ARQUITECTURA;113;ESPECIALIDAD;109;;110;A
680;87;INGLES;1;IDIOMA;;;1;A
681;87;FRANCES;2;IDIOMA;;;2;A
682;87;ITALIANO;3;IDIOMA;;;3;A
683;87;PORTUGUES;4;IDIOMA;;;4;A
684;87;ALEMAN;5;IDIOMA;;;5;A
685;87;JAPONES;6;IDIOMA;;;6;A
686;87;QUECHUA;7;IDIOMA;;;7;A
687;87;TURCO;8;IDIOMA;;;8;A
688;87;HEBREO;9;IDIOMA;;;9;A
689;87;ESLOVENO;10;IDIOMA;;;10;A
690;87;CATALAN;11;IDIOMA;;;11;A
691;87;RUSO;12;IDIOMA;;;12;A
692;87;UCRANIANO;13;IDIOMA;;;13;A
693;87;HOLANDES;14;IDIOMA;;;14;A
694;87;PAPIAMENTO;15;IDIOMA;;;15;A
695;87;CHINO MANDARIN;16;IDIOMA;;;16;A
696;87;COREANO;17;IDIOMA;;;17;A
697;88;SIN DEFINIR;1  ;PAIS;;   ;1;A
698;88;Afganist n;004;PAIS;;AFG;2;A
699;88;Albania;008;PAIS;;ALB;3;A
700;88;Alemania;276;PAIS;;DEU;4;A
701;88;Andorra;020;PAIS;;AND;5;A
702;88;Angola;024;PAIS;;AGO;6;A
703;88;Anguila;660;PAIS;;AIA;7;A
704;88;Ant rtida;672;PAIS;;ATA;8;A
705;88;Antigua y Barbuda;028;PAIS;;ATG;9;A
706;88;Antillas Neerlandesas;530;PAIS;;ANT;10;A
707;88;Arabia Saudita;682;PAIS;;SAU;11;A
708;88;Argelia;012;PAIS;;DZA;12;A
709;88;Argentina;032;PAIS;;ARG;13;A
710;88;Armenia;051;PAIS;;ARM;14;A
711;88;Aruba;533;PAIS;;ABW;15;A
712;88;Australia;036;PAIS;;AUS;16;A
713;88;Austria;040;PAIS;;AUT;17;A
714;88;Azerbaiy n;031;PAIS;;AZE;18;A
715;88;Bahamas;044;PAIS;;BHS;19;A
716;88;Bar in;048;PAIS;;BHR;20;A
717;88;Banglad s;050;PAIS;;BGD;21;A
718;88;Barbados;052;PAIS;;BRB;22;A
719;88;Bielorrusia;112;PAIS;;BLR;23;A
720;88;B lgica;056;PAIS;;BEL;24;A
721;88;Belice;084;PAIS;;BLZ;25;A
722;88;Ben n;204;PAIS;;BEN;26;A
723;88;Bermudas;060;PAIS;;BMU;27;A
724;88;Bolivia;068;PAIS;;BOL;28;A
725;88;Bosnia y Herzegovina;070;PAIS;;BIH;29;A
726;88;Botsuana;072;PAIS;;BWA;30;A
727;88;Brasil;076;PAIS;;BRA;31;A
728;88;Brun i;096;PAIS;;BRN;32;A
729;88;Bulgaria;100;PAIS;;BGR;33;A
730;88;Burkina Faso;854;PAIS;;BFA;34;A
731;88;Burundi;108;PAIS;;BDI;35;A
732;88;But n;064;PAIS;;BTN;36;A
733;88;Cabo Verde;132;PAIS;;CPV;37;A
734;88;Camboya;116;PAIS;;KHM;38;A
735;88;Camer n;120;PAIS;;CMR;39;A
736;88;Canad ;124;PAIS;;CAN;40;A
737;88;Caribe Neerland s;535;PAIS;;BES;41;A
738;88;Chad;148;PAIS;;TCD;42;A
739;88;Chile;152;PAIS;;CHL;43;A
740;88;China;156;PAIS;;CHN;44;A
741;88;Chipre;196;PAIS;;CYP;45;A
742;88;Ciudad del Vaticano;336;PAIS;;VAT;46;A
743;88;Colombia;170;PAIS;;COL;47;A
744;88;Comoras;174;PAIS;;COM;48;A
745;88;Corea del Norte;408;PAIS;;PRK;49;A
746;88;Corea del Sur;410;PAIS;;KOR;50;A
747;88;Costa de Marfil;384;PAIS;;CIV;51;A
748;88;Costa Rica;188;PAIS;;CRI;52;A
749;88;Croacia;191;PAIS;;HRV;53;A
750;88;Cuba;192;PAIS;;CUB;54;A
751;88;Curazao;531;PAIS;;CUW;55;A
752;88;Dinamarca;208;PAIS;;DNK;56;A
753;88;Dominica;212;PAIS;;DMA;57;A
754;88;Ecuador;218;PAIS;;ECU;58;A
755;88;Egipto;818;PAIS;;EGY;59;A
756;88;El Salvador;222;PAIS;;SLV;60;A
757;88;Emiratos  rabes Unidos;784;PAIS;;ARE;61;A
758;88;Eritrea;232;PAIS;;ERI;62;A
759;88;Eslovaquia;703;PAIS;;SVK;63;A
760;88;Eslovenia;705;PAIS;;SVN;64;A
761;88;Espa a;724;PAIS;;ESP;65;A
762;88;Estados Unidos;840;PAIS;;USA;66;A
763;88;Estonia;233;PAIS;;EST;67;A
764;88;Etiop a;231;PAIS;;ETH;68;A
765;88;Filipinas;608;PAIS;;PHL;69;A
766;88;Finlandia;246;PAIS;;FIN;70;A
767;88;Fiyi;242;PAIS;;FJI;71;A
768;88;Francia;250;PAIS;;FRA;72;A
769;88;Gab n;266;PAIS;;GAB;73;A
770;88;Gambia;270;PAIS;;GMB;74;A
771;88;Georgia;268;PAIS;;GEO;75;A
